name,descr,url,price,image_urls,images,id
Mansion Curved Fire Guard,Spark Guard is designed to be placed in front of an open fire to give protection from flying sparks and embers.,https://www.homebase.co.uk/mansion-curved-fire-guard_p225414,25.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f2a4f9c6-0f09-4bec-944b-27ffff66480e.jpg,,225414
Helios Brushed Steel Electric Fire,"The Adam Helios is finished in a sleek, brushed steel body with a natural pebble bed and warm, ambient glow effect and comes with three different settings: 1kW and 2kW heat output, along with glow only features which makes this fire highly functional and versatile as well.",https://www.homebase.co.uk/helios-brushed-steel-electric-fire_p499562,110,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d26c3c9c-697b-461a-96b2-cea74ce6a06c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/03d78f29-6f7f-45fc-8104-4dedc2a31ba4.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a5e451a0-c878-46c3-82e9-d8f740cd9445.jpg",,499562
Be Modern Vitesse Inset Electric Fire - Chrome,"Sitting comfortably in any surround design, the Vitesse inset electric LED fire is a popular favourite. The contemporary design with stunning Chrome trim creates a striking centrepiece. Eye catching flickering flames are displayed upon glowing, smouldering coals, accompanied by comforting instant heat for the ultimate relaxing experience.      ",https://www.homebase.co.uk/be-modern-vitesse-inset-electric-fire-chrome_p479923,199,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5bcb5d66-956a-4bf8-8787-fd8ba2234dba.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ab328117-e088-460b-a22e-9932a11cbc96.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7d3ef951-65ff-45b1-906d-ea6c569edbe1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b3ef2f2f-e237-40c2-809d-15bd2c7cd810.jpg",,479923
Scandia Eco Fan Black,The Eco Fan can be positioned on the top panel of any radiant wood fire for the thermally powered motor to gently circulate warm air around in any room.,https://www.homebase.co.uk/scandia-eco-fan-black_p479770,40,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c81d34df-be79-4ff9-b271-e87ce0ea5b7a.png,,479770
Plated - Ret Met Easyfit Pendant Brass,A beautiful and striking pendant that is ideal for all modern rooms.,https://www.homebase.co.uk/plated-ret-met-easyfit-pendant-brass_p432425,20,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a526ae50-cd7e-4313-b8a8-e63dea2a1df8.jpg,,432425
Antique Pewter Top Companion Set,"This pewter fireplace companion set is not only a necessary fireside accessory, but it also looks great too.  Each tool has a classic, timeless look and sits on a convenient stand for storage.  Use this set to ensure your fireplace works well and looks great too.",https://www.homebase.co.uk/antique-pewter-top-companion-set_p481957,24.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b6f85521-521a-4c24-878c-9c0d017f6888.jpg,,481957
Lustre Iridescent Layered Pendant Light,A striking and beautiful pendant light that is ideal for any modern room.,https://www.homebase.co.uk/lustre-iridescent-layered-pendant-light_p471218,20,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5e63da8e-8ba5-47c9-9cce-3cbaf181a55b.jpg,,471218
Abaca Pendant Light - Brown,A striking and beautiful pendant light that is ideal for any modern room.,https://www.homebase.co.uk/abaca-pendant-light-brown_p393581,12,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1bb34596-38e5-4f4b-8577-f858ab7dca2d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/70994d89-fce7-4475-aa45-a85c14a46f72.jpg",,393581
Four Way Fire Guard - 21inch,"This simple 21 inch Four Way Fire Screen is simple and effective, its black contemporary colour ensures that it fits perfectly into any room in your home.",https://www.homebase.co.uk/four-way-fire-guard-21inch_p417678,18.49,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/25f63e2a-4341-4ef3-b8f5-f762f6d15609.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3c0aca79-004c-4e5f-b6ef-622cc6f66d4a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/feb80db3-3fab-48a9-983d-a0a2c68e39fe.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/92547657-3fd7-4368-becb-4c47301162f7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/461fb4b0-9652-4d0f-92af-9d480aabe04f.jpg",,417678
Bird Cage Easy Fit Pendent,This charming birdcage pendant shade is the perfect complement to any decor scheme.,https://www.homebase.co.uk/bird-cage-easy-fit-pendent_p410647,13,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e48d1730-8826-4201-b8c9-9e0c636c6f00.jpg,,410647
Glenrowan Easy Fit Pendant Light - Chrome,"The Glenrowan pendant light's striking, contemporary design and easy fit function makes it an ideal main light source for almost any room.",https://www.homebase.co.uk/glenrowan-easy-fit-pendant-light-chrome_p471113,15,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2fbbc764-06ed-4dc6-90db-f409a1a99e8a.jpg,,471113
Karcher Suction Hose and Filter,"This suction hose and filter allows you to connect your Karcher pressure washer to water from a sources such as water butts, ponds and buckets.",https://www.homebase.co.uk/karcher-suction-hose-and-filter_p270171,36.74,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a73e3e9e-de13-47b9-9d55-965d75ae478b.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f8204cc8-fbb4-44e2-9d86-04a3bee08e65.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d672e425-1d29-499b-9f98-30bd09ffcd50.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c76ee00f-4a59-473c-ad34-ec5b0eedf331.jpg",,270171
Mansion Antique Brass Effect Fire Guard,Fireside screen consisting of a curved panel with handle. Size fits most standard fireplaces.,https://www.homebase.co.uk/mansion-antique-brass-effect-fire-guard_p383095,24.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c7ccab2b-1613-4407-bf88-987baabadcf6.jpg,,383095
Mansion Heritage Antique Brass Medium Coal Hod,Fireside coal bucket for practical storage of solid fuels or for use as a decorative furnishing to enhance any fireplace.,https://www.homebase.co.uk/mansion-heritage-antique-brass-medium-coal-hod_p219009,25.99,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/92ff7e9d-c1ac-467a-8f81-01261624d5b9.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/391ed146-7238-4b8a-8528-a3674132caec.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9aa62627-fb27-402e-a75e-5dbee227ebe5.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5d804bc9-e5cf-47c7-8ffb-50bb19669937.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dcae4fa3-6a5b-4846-8c80-9e801beb23cb.jpg",,219009
Dimplex Cheriton Electric Freestanding Fire - 2kW,"The Dimplex 2 kW Cheriton electric fire is designed to be used freestanding flat against a wall. Supplied assembled, it is very easy to set up. It has a deep black finish and brass effect trims and frets, creating a touch of warmth in any home. This fire boasts a real coal bed for added authenticity, it has two heat settings and uses Optiflame technology, which includes a flame only setting. The Cheriton has BEAB approval (British Electrotechnical Approvals Board), British and European safety standards.",https://www.homebase.co.uk/dimplex-cheriton-electric-freestanding-fire-2kw_p344234,195,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2dded9c4-0346-4ec5-a58e-5097adabb7e1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/fa7100d3-f774-4c78-a1da-ab2c3fa9ad33.jpg",,344234
Daytona SE Electric Inset Fire - Black,"If you are looking for a traditional feel, the Daytona is the perfect addition to your home. A slick Matt Black finish is highlighted with a stunning Brass inlay, drawing attention to the smouldering coals with a dancing, flickering flame performance within.  ",https://www.homebase.co.uk/daytona-se-electric-inset-fire-black_p100466,139,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c52ce3ce-184b-46fa-a822-c3270a6315ac.jpg,,100466
Be Modern Vitesse Inset Electric Fire - Brass,"Sitting comfortably in any surround design, the Vitesse inset electric LED fire is a popular favourite. The contemporary design with stunning Brass trim creates a striking centrepiece. Eye catching flickering flames are displayed upon glowing, smouldering coals, accompanied by comforting instant heat for the ultimate relaxing experience.      ",https://www.homebase.co.uk/be-modern-vitesse-inset-electric-fire-brass_p479922,199,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9365807f-2d0d-43fa-afd7-ab4f810eb294.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c9cf9f28-c3be-41f0-9ea7-21f6c7656e8d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3c58a4af-ba59-455b-adc6-99c7cb415791.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e3f8d9b0-407f-4e91-a376-b7848d7e546e.jpg",,479922
Classic Glass Light Pendant,"The antique styled Classic Glass Pendant featuring its gorgeous patterned glass, is sure to add a glamorous touch to any interior space.",https://www.homebase.co.uk/classic-glass-light-pendant_p410833,20,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/60c6bfe3-01b2-4468-ae3a-f7939b7d7fe0.jpg,,410833
White Abaca Straight Cylinder Pendant Light,Wrapped abaca tall barrel shaped lampshade.,https://www.homebase.co.uk/white-abaca-straight-cylinder-pendant-light_p471258,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/12774c01-1db9-4fab-ba8d-d08802f7ed58.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3db306dd-ae52-4c95-ab44-fb423e1a564f.jpg",,471258
Mondella Resonance Single Lever Kitchen Tap - Chrome,The Resonance tap from Mondella provides a smart and high quality finish to your sink.,https://www.homebase.co.uk/mondella-resonance-single-lever-kitchen-tap-chrome_p447194,69,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b8de8f2f-ad74-4fa2-90dd-cbf16adc21f0.jpg,,447194
Suncrest Copley Oak Electric Suite,You'll be nothing but impressed by the realistic effect of the dancing flames with this electric fireplace. The outer surround is a Natural Oak  finish with a White texured frame around the fire. Instant warmth is provided by the 1 and 2kW electric fire. A stunning fireplace for your home.,https://www.homebase.co.uk/suncrest-copley-oak-electric-suite_p499125,589,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1ef40d3f-ddb7-40c0-9252-bf74cbcdad24.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6367e249-3d74-4d8c-91ec-8a2951993366.jpg",,499125
Suncrest Raby Electric Fireplace Suite,"The Raby electric fireplace has a bold and solid appearance that proudly displays an impressive widescreen fire with a glowing log bed. With no requirement for a flue or chimney, you can position the fireplace exactly where you want it.",https://www.homebase.co.uk/suncrest-raby-electric-fireplace-suite_p472376,550,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a8d6a8a4-4f45-495b-acc3-7c0336b88ba5.png,,472376
Plated - Ret Met Easyfit Pendant - Copper,This simple yet stylish pendant light will complement any decor scheme in your home.,https://www.homebase.co.uk/plated-ret-met-easyfit-pendant-copper_p432423,20,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4e03e7eb-faa1-4f66-a61c-6c0defb21b83.jpg,,432423
Fold Porcelain Pendant Ceiling Light - White,The Flo pendant ceiling light's gorgeous white porcelain design and fabric cable will add style and a sense of comfort to any room.,https://www.homebase.co.uk/fold-porcelain-pendant-ceiling-light-white_p395483,18.40,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/94f5c972-ac57-443f-a864-ca3af78cb22f.jpg,,395483
Grey Abaca Straight Cylinder Pendant Light,Wrapped abaca tall barrel shaped lampshade.,https://www.homebase.co.uk/grey-abaca-straight-cylinder-pendant-light_p471261,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/76e66e47-779b-42e5-9e9c-c08ee30facd2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6218653d-ea62-47c6-b524-ec908a9eb635.jpg",,471261
Pandora Chrome Cut Out Metal Pendant,A striking and beautiful metal pendant that is ideal for any modern room.,https://www.homebase.co.uk/pandora-chrome-cut-out-metal-pendant_p471386,19.89,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4af92534-525c-4d86-9016-1ef0fcab5c56.JPG,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2acb5782-366b-46dc-a0de-097ae5119807.JPG",,471386
Karcher Deluxe Wash Brush,"This wash brush is ideal for cleaning large areas, such as cars, caravans, boats, conservatories or roller shutters.",https://www.homebase.co.uk/karcher-deluxe-wash-brush_p142473,22.50,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/39ab4575-caf1-481f-b82c-11f0a48fe0c8.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e3b16560-776f-401c-9a89-1f82a966507a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/05c19fc0-babd-4c3c-a58c-293238618431.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0ad53446-be56-4f57-8e80-2358454a0573.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5f8ef607-1878-4a18-8c94-1def976f0cf2.jpg",,142473
Samba Easy Fit Pendant Light,"This Samba easy fit pendant has a chrome frame with clear bead detail for a stylish, elegant look.",https://www.homebase.co.uk/samba-easy-fit-pendant-light_p277775,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/765b73ce-55ce-4336-9818-5be44b79d76c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/87a7c992-0ca7-46ac-b7bf-3194cdbf97ac.jpg",,277775
Adam Helios 2kW Electric Inset Fire - Brushed Steel,"The Adam Helios Electric Fire has an ambient glow flame effect, that along with the natural pebble bed creates a warm, atmospheric interior. With a brushed steel body and a supplied 50mm spacer to help you adjust inset-depth, this is a functional fire that can be combined with a great number of surrounds and hearths to create your perfect fireplace.",https://www.homebase.co.uk/adam-helios-2kw-electric-inset-fire-brushed-steel_p078564,110,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/38cd01f5-fdd9-4d25-9d3d-a8f6082d33af.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d89c2074-d41e-4843-8e07-5f29b85ff738.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/50096552-1416-4b41-8b27-30b8b02760f3.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/115e6311-3697-4418-bc00-4f348be11dda.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e6907588-521e-4673-8436-d18e979d2a03.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a259ee67-dc8c-4eea-a838-84d3bf688c8a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1a9b7ec2-059e-416c-adfa-8ec9a7807e19.jpg",,078564
Dimplex 2KW Casper Electric Stove,"Freestanding traditional style compact electric stove, with a black cast-iron effect finish and an opening front door. ",https://www.homebase.co.uk/dimplex-2kw-casper-electric-stove_p479300,110,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7741b0c1-572a-4d6f-b1bf-fbe84644c0cc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/bc976f91-aa0b-4e5e-b357-950bce9a7e8b.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/29574f20-73e5-4fc1-aed1-d96e5a545a2a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/691586ca-5737-453c-95f3-31f1ae9c35ec.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/69e60e04-28c7-4d91-b964-4fa3837a8eaa.jpg",,479300
Painted - Ret Met Easyfit Pendant - Grey,This simple yet stylish pendant light will complement any decor scheme in your home.,https://www.homebase.co.uk/painted-ret-met-easyfit-pendant-grey_p432421,15,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e7dff931-9dad-4d60-9eb6-7f93cc1041b5.jpg,,432421
Josie Capiz Teardrop Pendant,"Teardrop shaped capiz mobile style easyfit pendant, cascading from a frame.",https://www.homebase.co.uk/josie-capiz-teardrop-pendant_p471251,19.50,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/90f0076b-c56f-4781-860d-44a636010d02.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c2268171-800f-44f5-919b-59be0cc2dcc8.jpg",,471251
Abaca Pendant Light - Natural,A striking and beautiful pendant light that is ideal for any modern room.,https://www.homebase.co.uk/abaca-pendant-light-natural_p393580,12,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/fa51995e-e35f-4f50-b221-7c4b5e606f48.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7dae8f25-8547-4fa0-b2aa-b5fcc1a16da1.jpg",,393580
Grey Strip Pendant Light,"Capiz shells in slim rectangular shapes, made into a cylindrical easy fit pendant.",https://www.homebase.co.uk/grey-strip-pendant-light_p471255,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/924ec0b7-ab5b-4a2b-9cdf-41a489cc675e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c669888d-3f2d-4f5a-8948-19daee222d7e.jpg",,471255
Mondella Modena Single Lever Tap - Black & Chrome,The Modena kitchen tap adds a bit of colour contrast to a classic design.,https://www.homebase.co.uk/mondella-modena-single-lever-tap-black-chrome_p423984,79,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6e47d500-02b6-464b-8667-059031be834a.jpg,,423984
Estilo Creta Pull Out Tap,The Creta pull out tap provides fantastic functionality within a relatively small form.,https://www.homebase.co.uk/estilo-creta-pull-out-tap_p423999,59,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/113330dc-67ff-4736-9c5f-1142053846f2.jpg,,423999
Mondella Forli Single Lever Tap - Chrome,"Mondella's Forli single lever tap will give a compact, neat and clean finish to your kitchen sink.",https://www.homebase.co.uk/mondella-forli-single-lever-tap-chrome_p423985,89,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7093ddac-b3ff-4e13-8328-d8c07501a407.jpg,,423985
Mondella Resonance Funk Single Lever Kitchen Mixer Tap - Brushed Nickel,Functional and contemporary Euro style featuring a ceramic cartridge for smooth operation.,https://www.homebase.co.uk/mondella-resonance-funk-single-lever-kitchen-mixer-tap-brushed-nickel_p458689,79,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/deca9362-4afa-4566-aeb3-2fd36638fde7.jpg,,458689
Mondella Monaco Single Lever Tap - Brushed Nickel,"The single lever tap from the Mondella Monaco collection has a classic design with a slightly longer reach than a traditional tap, allowing you to set it a little further back from your sink.",https://www.homebase.co.uk/mondella-monaco-single-lever-tap-brushed-nickel_p423982,69,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6dfbd160-6585-413d-9188-7e49185e8fef.jpg,,423982
Forrest Laser Cut Tree Non Electric Pendant Light,A beautiful and striking pendant light that will suit any room of all styles.,https://www.homebase.co.uk/forrest-laser-cut-tree-non-electric-pendant-light_p393676,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ba38be85-5a45-40ea-8281-d88d971c048e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/88cdcd82-72ae-4586-a525-6c073e55e4ad.jpg",,393676
Dakota Metal Pendant Ceiling Light - Mulberry Red,The Dakota pendant ceiling light's striking mulberry metal shade and wooden top will add a striking and beautiful aesthetic to your room.,https://www.homebase.co.uk/dakota-metal-pendant-ceiling-light-mulberry-red_p395463,19.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9e265122-b963-4a31-9d0e-f4cb6d63c98a.jpg,,395463
GROHE Start Kitchen Tap,A contemporary single lever low spout kitchen sink mixer tap that features GROHE's SilkMove technology which enables fingertip control of water flow and temperature.,https://www.homebase.co.uk/grohe-start-kitchen-tap_p404501,99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/433c09f1-9426-4a7f-be4b-ac84ac63335c.jpg,,404501
Karcher Wheel Rim Wash Brush,"The Karcher wheel wash brush has all-round bristles which ensures extremely effective cleaning. This brush reaches all those difficult to reach areas and gets into the smallest of gaps for thoroughly clean wheels and wheel rims. The Karcher wheel wash brush has the added benefit of uniform 360 degree water distribution for dissolving and flushing away the dirt. The quality bristles provide a gentle but efficient cleaning action, for excellent all-round cleaning results. This brush includes a union nut for a secure spray gun connection and ergonomic handle for ease of use. The Karcher wheel washing brush is a great addition to your Karcher pressure washer, suitable for all K2-K7 models.",https://www.homebase.co.uk/karcher-wheel-rim-wash-brush_p142475,25.49,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/490cd43f-b7be-4d39-a4f6-a45ee6ef1096.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/bfc2d928-57b4-444b-aa9a-959a819785f9.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e09ffe9e-c228-42a8-8755-604269b6274c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b168fab3-7bc7-41b4-8981-40ca2d42dd85.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/01ca1c02-d9d7-4d42-9961-9e4009dbc07e.jpg",,142475
Painted - Ret Met Easyfit Pendant - Blue,This simple yet stylish pendant light will complement any decor scheme in your home.,https://www.homebase.co.uk/painted-ret-met-easyfit-pendant-blue_p432422,15,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6ec2f005-47d0-44fb-a47b-7e8c6759922d.jpg,,432422
