name,descr,url,price,image_urls,images,id
Natural Abaca Straight Cylinder Pendant Light,A striking and beautiful cylinder pendant that is ideal for any modern room.,https://www.homebase.co.uk/natural-abaca-straight-cylinder-pendant-light_p471257,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/30c7d38a-1f32-4692-8ebb-0a475596c81b.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f23d957b-b1de-48de-9b56-f4ea2dd2a9cf.jpg",,471257
Mondella Miura Single Top Lever Tap - Chrome,A simple design makes the Mondella Miura suitable for most kitchen styles.,https://www.homebase.co.uk/mondella-miura-single-top-lever-tap-chrome_p423979,63,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e63c592c-45e6-4f8f-aff9-75016a4bd350.jpg,,423979
Vision Single Lever Kitchen Tap - Chrome,Modern single lever monobloc tap. Available in a chrome finish.,https://www.homebase.co.uk/vision-single-lever-kitchen-tap-chrome_p368594,69,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/66a0df94-d63f-4f06-8fa9-cb0ae192947f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7a6cfb2c-0ba8-4cbe-b4e0-c1d3de4c5d1b.jpg",,368594
Clyne Single Lever Kitchen Tap - Chrome,Modern top lever monobloc tap. Available in a chrome and brushed finish.,https://www.homebase.co.uk/clyne-single-lever-kitchen-tap-chrome_p368571,79,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/924d0abd-24b7-4e8e-99e6-a31b8ca5b7f2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/875d54d8-fdbc-44d1-8f80-b46e47308cef.jpg",,368571
Karcher - Replacement Hose and Hand Gun,"The Karcher - Replacement Hose and Hand Gun with a 7.5m hose, allows you to work over a large radius.",https://www.homebase.co.uk/karcher-replacement-hose-and-hand-gun_p122045,39,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cbf5030e-b5c7-4854-a9a0-ccea1116724a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7d5987c1-1a21-4e91-bfe0-735d1791d765.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3b2d82be-74b0-463e-add8-b822dd7c15ec.jpg",,122045
Karcher Connect Clean Ultra Foam Kit FJ10,The Karcher Ultra Foam Detergent and FJ10 C Connect 'n' Clean foam nozzle is the most effective way to apply detergent. Allowing you to switch between detergents for different tasks.,https://www.homebase.co.uk/karcher-connect-clean-ultra-foam-kit-fj10_p142802,24.50,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/aafac419-d6ba-43eb-bf46-dca4ff67219f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0cd2fab3-e5aa-40d9-8c5a-280268435e4a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7e6e1d13-7d46-45cc-a35f-25fb38827314.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5ad718bd-c755-4b89-9195-c92c2ef1d974.jpg",,142802
Painted - Ret Met Easyfit Pendant Crm,A beautiful and striking pendant that is ideal for all modern rooms.,https://www.homebase.co.uk/painted-ret-met-easyfit-pendant-crm_p432413,15,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2e41d9af-3916-4e97-9575-616e8146a073.jpg,,432413
Plated - Ret Met Easyfit Pendant Chrome,A beautiful and striking pendant that is ideal for all modern rooms.,https://www.homebase.co.uk/plated-ret-met-easyfit-pendant-chrome_p432414,20,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2776725d-d295-431d-ba9c-a6f32818edcd.jpg,,432414
Carron Phoenix 1.5b Sink & Tap Pack - Stainless Steel,A great value sink and tap package.,https://www.homebase.co.uk/carron-phoenix-1-5b-sink-tap-pack-stainless-steel_p484556,89,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/eb956191-d934-44ba-bbbc-88466cffa9e1.jpg,,484556
Mansion Kubu Log Basket,Strong kubu wicker log basket for practical storage of logs or magazines. Can also be used as a decorative furnishing to enhance any fireplace.,https://www.homebase.co.uk/mansion-kubu-log-basket_p383094,22.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/33bdffc1-1932-429b-af78-5ec4b99b87a1.jpg,,383094
Clyne Single Lever Kitchen Tap - Brushed,Modern top lever monobloc tap. Available in a chrome and brushed finish.,https://www.homebase.co.uk/clyne-single-lever-kitchen-tap-brushed_p368572,79,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a6463e37-56bd-4f29-b5ae-b1780ef4e517.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d87ff1b0-16a4-4fb2-b8a5-522d7772ac8d.jpg",,368572
Karcher Pressure Washer Extension Hose - 6m,"This extension hose easily connects Karcher pressure washers to a trigger gun, allowing you to reach a larger work radius.",https://www.homebase.co.uk/karcher-pressure-washer-extension-hose-6m_p142477,39.95,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/07710bf3-2251-46ea-9800-99e9fad65d91.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b8b28023-b481-4788-8a9c-f5558dd3e2f6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/47a5b7b2-da20-4675-8a26-5bd5dad125ca.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4d74dd8b-487e-486d-ac05-40da238c8092.jpg",,142477
Mansion Handmade 25in Antique Brass Finish Loop Top Companion Set,Antique Brass finish loop top companion set suitable for practical or decorative use.,https://www.homebase.co.uk/mansion-handmade-25in-antique-brass-finish-loop-top-companion-set_p219014,29.99,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/8c3831d3-1c36-4943-9ff0-dd68b56c4e24.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d21cd253-b46c-4948-ac1d-66c726cade75.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/97caa8e3-4258-4245-932f-f121ead878ee.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b18dba97-9f43-4118-a873-265137ed1bcd.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/bb0e6090-b754-471a-a282-b51139c229bc.jpg",,219014
Funk Single Lever Kitchen Tap - Chrome,Modern top lever monobloc tap. Available in a chrome finish.,https://www.homebase.co.uk/funk-single-lever-kitchen-tap-chrome_p368606,79,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/8b4748cc-deb2-4421-a4b7-db94214967b1.jpg,,368606
Scandia Moisture Meter,The Moisture Meter allows you to accurately test aged wood to determine if it is suitably seasoned to provide optimal burning performance.,https://www.homebase.co.uk/scandia-moisture-meter_p479756,25,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/12e57ef2-de66-4eeb-8824-30a633607027.png,,479756
Suncrest Lucera Opti-myst Electric Suite,"Using state of the art Opti-myst Technology, a realistic flame effect that is difficult to distinguish from the real thing, complimented with a beautiful white textured surround and concealed heater. ",https://www.homebase.co.uk/suncrest-lucera-opti-myst-electric-suite_p499124,855,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c03fbe36-1861-47b6-ae3a-3c120d11f44e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/da085b8f-9ac3-4a63-8e22-94f88af37410.jpg",,499124
Colorado Black Electric Fire,"If it's a sturdy, modern electric fire you're after, few are as versatile as the Adam Colorado. With its black trim and fret, this is a stylish fire that will make your interior positively simmer with style. The fire features an atmospheric bed of glowing coals which work alongside the LED flames to give a smoulderingly realistic flame effect.",https://www.homebase.co.uk/colorado-black-electric-fire_p499563,120,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/006f9f2d-284f-4599-96ed-7a8df2018672.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a2911afc-a567-41e3-b681-9c2ac0096cd7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a85b6e59-227e-415d-bfde-9c69bf6b6207.jpg",,499563
Adam Oxford Electric Stove Suite,This contemporary Adam Oxford Electric Stove Suite is sure to add a touch of sophistication and style to your living space. The contrasting pure white surround and black back panel and hearth are the perfect backdrop for the double doored stove in the centre whilst the realistic LED flames make you feel warm and cosy as you unwind beside it. ,https://www.homebase.co.uk/adam-oxford-electric-stove-suite_p438503,525,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/910c7662-a225-49e2-9a60-9bb0c085ae34.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0521d3e5-1ca2-4d59-8ab7-c6c6ca18a897.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7b373614-dd8e-4709-890c-38d47079e4df.jpg",,438503
Scandia Gun Metal Companion Set,The Scandia Gunmetal Fire Tool Set is an outstanding accessory to have with each and every traditional wood fire.,https://www.homebase.co.uk/scandia-gun-metal-companion-set_p479766,40,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9321c47d-9772-464e-8615-45ada6c5a12d.jpg,,479766
Fire Basket,This cast iron Fire Basket is simple and practical with its versatile black colour ensuring it will complement any style fireplace and interior style.,https://www.homebase.co.uk/fire-basket_p434725,26.99,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/adeb744e-1036-4e52-b814-94c08837c1e9.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/773055ac-a079-46ef-a8db-d0543fa45382.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/52ae06bf-8002-4985-9c94-1b96b8bec7fe.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e0a29864-6048-4ca0-bf6a-2adb3a7e26a6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a9f02e15-5459-47a9-a6dc-aa092ba45980.jpg",,434725
Dimplex Clement Electric Inset Fire - 2kW,"The Clement inset fire has a black steel finish and will add a warm touch to your room. This fire benefits from a choice of two heat settings (1 kW or 2 kW), and comes with a log effect fuel bed for added authenticity.",https://www.homebase.co.uk/dimplex-clement-electric-inset-fire-2kw_p859316,120,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4387a745-4da6-4671-bfa7-00d3de39f8da.jpg,,859316
Mansion Coal Bucket with Shovel,"Fireside coal bucket for practical storage of solid fuels, complete with a shovel for use with coal. Can also be used as a decorative furnishing to enhance any fireplace.",https://www.homebase.co.uk/mansion-coal-bucket-with-shovel_p383090,34.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1091ea39-b345-4f14-83d1-5e30294339d3.jpg,,383090
Mansion Barrington 5 Piece Companion Set,Companion set suitable for practical or decorative use.,https://www.homebase.co.uk/mansion-barrington-5-piece-companion-set_p383089,26.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/50e471d7-e894-4112-a076-50def1bb8f61.jpg,,383089
Mansion Waterloo Coal Bucket,Fireside coal bucket for practical storage of solid fuels or for use as a decorative furnishing to enhance any fireplace.,https://www.homebase.co.uk/mansion-waterloo-coal-bucket_p440970,10.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cd8feb23-d38b-4a40-bcb1-df4a0f72716d.jpg,,440970
Mansion 25in Four Way Fire Guard,Black fireside screen consisting of four folding mesh panels.,https://www.homebase.co.uk/mansion-25in-four-way-fire-guard_p100507,15,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5d937d93-1d87-4d2f-9d10-73a880412509.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3aa77888-f0b8-4845-8f07-3a2bd8b78493.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4f22c5c0-b8e1-41a9-b9f2-fcf18fa63f27.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c7ba82ba-bc4f-4246-864e-57a29d3453a6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/506c3012-e2b6-4c9e-8ce3-141241527561.jpg",,100507
Mansion Wicker Basket,Grey wash wicker basket for practical storage of logs or magazines. Can also be used as a decorative furnishing to enhance any fireplace.,https://www.homebase.co.uk/mansion-wicker-basket_p440971,15,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/77b9b95e-f720-4f94-9558-fb284b57d2bc.jpg,,440971
Offset Pull Handle - Polished Chrome - 300mm,This offset pull handle in polished chrome is a great looking addition to any door. It is designed to be used in any environment.,https://www.homebase.co.uk/offset-pull-handle-polished-chrome-300mm_p421409,22,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/49eca5d0-25e0-4201-a01a-b9fc75eb85db.JPG,,421409
Ryobi 500w Jigsaw Kit 16 Blades RJS720-GA16,"The Ryobi 500W Jigsaw is a great all round solution for cutting straight lines and curves in a wide variety of materials. From cutting laminate flooring to kitchen sink cutouts in worktops this will have you covered! Now you can grab yourself a bargain, this kit now includes 16 blades!",https://www.homebase.co.uk/ryobi-500w-jigsaw-kit-16-blades-rjs720-ga16_p405508,35,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4d0c4d90-364a-40f9-9a9b-ce08c0b546ed.png,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/96e8233b-ce50-49c5-856b-0ba87066ef0c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/fa23494f-acf3-4346-bfc1-c19d0a702dbc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9b070bba-d4eb-4898-9017-72c5583ceb50.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/033c35e1-a1c6-4283-8b90-2567b6bb0722.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0a53e04c-2de6-421b-9070-626f96463b3e.jpg",,405508
Yucca - 24cm,"Agavaceae Yuccas are stylish, easy-to-care-for house plants that look great in any room.",https://www.homebase.co.uk/yucca-24cm_p219193,30,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d15c5d78-e34d-4b86-af02-31669b2f3f85.jpg,,219193
Comet Electric Fire,"The Adam Comet is a versatile fire whose bright brushed steel trim and fret will make your interior positively simmer with style. The fire features an atmospheric pebble bed that works alongside the realistic LED flame effect to give a smoulderingly convincing fire. Add to this its multiple heat settings and adjustable thermostat as well as the independent flame effect function, and you can see why this is a brilliant electric fire.",https://www.homebase.co.uk/comet-electric-fire_p499564,130,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6c56785b-95c2-4368-a67c-f59f20c641c2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/03ccc227-e9fd-4ae1-8057-9dba8313443a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d6d730ad-2035-45a8-a63e-ab2a5552b176.jpg",,499564
Adam Hertford Brass Electric Inset Fire,This Adam Hertford Electric Fire has an elegant brass finish and a reassuringly traditional look fret and coalbed. It is sure to add a warm and comforting focal point to your living room.,https://www.homebase.co.uk/adam-hertford-brass-electric-inset-fire_p167267,120,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9a2c986b-370e-4d83-8252-580dcebdd70d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/499305df-896a-4498-be43-7829b8cea298.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a7c862eb-8f1f-4408-95e1-7228a2d67f10.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/8aa1b085-6a1e-4419-87ba-cda16d3be868.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a95fdd27-c093-4319-a7f7-673460282890.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e25c944b-40d5-42ee-a422-865ce29b8ff8.jpg",,167267
Suncrest Bradbury Electric Fireplace Suite,"The mesmerising flame effect on this Bradbury electric fireplace is truly unbelievable - you ll be forgiven for thinking this is the real thing! Captured in a low and long frame in a very attractive textured white finish, the base styled corbels make this perfect for both traditional and contemporary interiors.",https://www.homebase.co.uk/suncrest-bradbury-electric-fireplace-suite_p472375,525,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/43d94bb2-43c1-4185-80d8-615acfcdc516.jpg,,472375
